nombre,nombre_corto,rol,dialogo,num_debate
LEÓN KRAUZE,NA,Moderador,"Comenzamos ahora con las preguntas de los moderadores, haciendo eco, evidentemente, de las preocupaciones del público.Candidato López Obrador, la dificultad de las negociaciones del Tratado de Libre Comercio no se entienden sin la presidencia de Donald Trump. En julio de 2015, cuando Donald Trump anunció su candidatura a la presidencia, le tomó 90 segundos, los conté, comenzar a agredir a México. Llamó a los inmigrantes mexicanos criminales, narcotraficantes, violadores, y desde entonces no ha parado, ha lastimado y ofendido a millones de familias mexicanas aquí y allá. Usted ha dicho que va a convencer a Trump de moderarse y le va a pedir que nos respete, yo le pregunto cómo se mide el respeto, dígame un parámetro específico y medible con el que nos daremos cuenta que Donald Trump nos está respetando en su gobierno y cómo conseguirlo concretamente, por favor.",2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Con autoridad moral. El problema, León, es de que los gobernantes de México no ha tenido autoridad moral, no se ha tenido por lo mismo autoridad política. En efecto Donald Trump ha ofendido al pueblo de México y ofendido al gobierno de México, ha llegado a decir que el gobierno es corrupto, fíjate lo que son las cosas, tengo que aceptar que es cierto, me duele mucho tener que aceptar que el Gobierno de México ex corrupto, no permito que lo haga un gobierno extranjero porque somos libres, somos independientes.",2
LEÓN KRAUZE,NA,Moderador,"Lo entiendo, pero le pido un parámetro medible para saber que nos están respetando. Un parámetro medible.",2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,Que haya honestidad.,2
LEÓN KRAUZE,NA,Moderador,De Estados Unidos a México.,2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Que haya honestidad en México, que el gobierno de México sea honesto, que no seamos candil de la calle y oscuridad de la casa. Trump dice `me tranzaron` los del Gobierno de México y es mucho decir, que se hayan tranzado a Trump en negocios que él ha querido emprender en México.",2
LEÓN KRAUZE,NA,Moderador,Déjeme preguntarle otra cosa. Permítame.,2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,Es muy importante la honestidad.,2
LEÓN KRAUZE,NA,Moderador,"Déjeme preguntarle esto, si usted decide de importar maíz estadounidense como ha dicho, fundamental para varios estados afines a Trump y Trump responde anunciado medidas contra, digamos, los productores de aguacates mexicanos qué va hacer usted, estamos hablando de cientos de miles de mexicanos que trabajan en el cultivo del aguacate, por cierto, somos líderes mundiales, si comienza una guerra comercial porque usted decide dejar de importar maíz estadounidense qué va hacer.",2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Vamos a entendernos, vamos hacer entrar en razón a Donald Trump, cómo, con autoridad, con soberanía, lo que no han hecho los gobiernos mexicanos que no tienen autoridad moral porque son gobiernos corruptos. Entonces vamos nosotros a cambiar las relaciones y Trump va a tener que aprender a respetarnos, eso te lo puedo garantizar.",2
LEÓN KRAUZE,NA,Moderador,Gracias candidato López Obrador. El candidato Meade la primera réplica de dos que tiene usted.,2
JOSÉ ANTONIO MEADE,Meade,Candidato,"Muchas gracias León. Luis Ángel hizo una pregunta muy puntual, qué podríamos hacer para diversificar nuestro comercio, y les tengo una muy buena noticia, hace apenas unas semanas se firmó un acuerdo comercial muy grande que nos permite venderle a la tercer región más importante del mundo, donde está Japón y donde está Australia, les tengo una mala noticia, una secta votó en contra de esto en el Senado, la de Morena o no sabe o no quiere que progresemos.",2
LEÓN KRAUZE,NA,Moderador,¿Candidato López Obrador quiere responder?,2
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Pues el debate es para atacarme, es obvio y diría que comprensible, estamos 25 puntos arriba en las encuestas, y están pensando que se van a recuperar, aquí que van a remontar su desventaja, no lo van a lograr, no voy a caer en provocaciones.",2
LEÓN KRAUZE,NA,Moderador,"Candidato Anaya, primera réplica.",2
RICARDO ANAYA,Anaya,Candidato,"Le hicieron una pregunta muy puntual a López Obrador y como es su costumbre, no respondió, México hace mucho por Estados Unidos, y es cierto, Estados Unidos necesita a México, pero Estados Unidos también necesita de nuestro país, porque le pedimos visa a quienes vienen de países que son antagonistas de Estados Unidos, Irak, Irán, Yemen justamente para que ellos tengan un control.Cuántos terroristas han entrado por México a Estados Unidos, cero, vamos a poner todo sobre la mesa con firmeza.",2
LEÓN KRAUZE,NA,Moderador,"Gracias candidato. Candidato Rodríguez Calderón, primera réplica de dos.",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Cómo sustituir el maíz, es algo que a los americanos hay que ponerles la pierna dura, y ya no permitir ninguna ofensa ni comercial ni supeditada, creo que Andrés no lo entiende al tema de la producción, las encuestas Andrés no son suficientes, hoy el Santos le ganó al Toluca, y todo mundo decía que ganaba Toluca, es muy sencillo, compremos en otra parte.",2
LEÓN KRAUZE,NA,Moderador,"Gracias candidato, Yuriria, adelante.",2
YURIRIA SIERRA,NA,Moderador,"Candidato Rodríguez Calderón, supongamos que el próximo 1 de julio usted resulta electo presidente de México y bueno la estrategia tequilita y la estrategia hamburguer como usted ha declarado con anterioridad que de esa forma negociaría con Donald Trump las relaciones entre México y Estados Unidos supongamos que no funcionan y un día amanece y se encuentra con un tuitazo anunciando que el Tratado de Libre Comercio se va a cancelar, el que es entre México, Estados Unidos y Canadá.¿Cuál sería candidato su plan B?",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Evidentemente no es totalmente suficiente el Tratado de Libre Comercio, tenemos que entender eso. Tenemos la capacidad de poder negociar y poder mercadear en cualquier parte del mundo, tenemos que quitarnos esa actitud del ratón chaparro y que no es capaz de poder convencer a otros. No hay plan B, yo siempre tengo dos plan A, o tres plan A, nunca he sido un hombre de plan B.",2
YURIRIA SIERRA,NA,Moderador,Cuénteme cuál es su segundo plan A.,2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Bien, el plan A es precisamente que tenemos que hablarle claro al presidente Trump. Dije lo del tequilita antes de que él nos dijera `animales`, ya voy a sustituir el tequilita y vamos a hablar directo para que él entienda también que nadie le ha respondido. Nos mandó al yerno y nosotros le mandamos un enviado. Yo me le voy a poner enfrente, obviamente a hablar, a platicar, a negociar y creo que podríamos hablar en el Tratado de Libre Comercio, no solamente de comercio. No estamos considerando la integridad de las personas. En el Tratado de Libre Comercio del pasado se negoció comercialmente todo y no estaba metido ahí ni el petróleo ni los bancos.",2
YURIRIA SIERRA,NA,Moderador,"¿Usted los pondría, digamos, en una renegociación?",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Claro, claro.",2
YURIRIA SIERRA,NA,Moderador,En una segunda fase de la renegociación del tratado.,2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Claro, en una segunda fase que tenemos que poner en una condición. ¿Qué tal si recuperamos Banamex y se los entregamos?",2
YURIRIA SIERRA,NA,Moderador,"O sea, ¿usted está hablando de una expropiación expropiación bancaria?",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Vamos a trabajar para que él entienda y los negociadores americanos también entiendan que tenemos cartas diferentes también al tratado original. Yo tengo un equipo trabajando en eso y creo que hay alternativas, no solamente en el Tratado de Libre Comercio, tenemos que ver también otros países, otros mercados que permitan que México potencie…",2
YURIRIA SIERRA,NA,Moderador,"Permítame regresar al tema de la banca. ¿Usted está hablando de expropiar un banco, candidato?",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,Negociar.,2
YURIRIA SIERRA,NA,Moderador,¿Negociar qué exactamente?,2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,Todo aquello que no se negoció en el tratado anterior. No tenemos que basarnos…,2
YURIRIA SIERRA,NA,Moderador,"Sí, pero la banca, dígame si me está diciendo que estaría dispuesto a expropiar un banco.",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,Banamex.,2
YURIRIA SIERRA,NA,Moderador,"¿Usted estaría dispuesto, sí?",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Claro, si los gringos siguen con esa dureza, tenemos que regresarle a México muchas cosas y no entregarnos. Lo dije al principio, tenemos que destetarnos ya de los americanos y poder hablar de igual a igual.",2
YURIRIA SIERRA,NA,Moderador,"¿Usted estaría dispuesto a expropiar algo más? Y queda prácticamente nada de tiempo, nada más dígame si sí o si no.",2
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Ahí la dejamos, al ratito contesto.",2
YURIRIA SIERRA,NA,Moderador,"Muchas gracias, candidato Rodríguez Calderón.",2
LEÓN KRAUZE,NA,Moderador,"Bueno, vamos con el candidato Meade. Como sabemos, no existiría esa situación en la que nos encontramos ni estaríamos platicando del Tratado de Libre Comercio y la renegociación si Donald Trump no hubiera llegado a la Presidencia. Usted era Secretario de Relaciones Exteriores cuando Trump apareció en el escenario político estadounidense. Varias voces, en su momento, lo criticaron por responder con timidez a la amenaza trumpista. México incluso tardó meses, candidato, en nombrar un Embajador en Washington cuando en el escenario había aparecido un candidato abiertamente antimexicano, probablemente por primera vez en la historia de Estados Unidos. De nuevo, candidato antimexicano, Embajada vacante. Le pido un ejercicio de autocrítica. ¿Se equivocó como Canciller? ¿Debió ser más firme con Trump en su momento?",2
JOSÉ ANTONIO MEADE,Meade,Candidato,"Mira, yo te diría que yo no anticipé que fuera a ganar. La verdad es que yo creo que muy pocos lo hicieron. Yo les pregunto a quienes nos están escuchando, todavía ese día en la mañana yo pensé que no tendría posibilidades de ganar. Yo creo que fue una sorpresa la elección, la verdad es que enfrentamos un escenario bastante amplio y complejo, era difícil anticipar que fuera a ganar. Pero fuimos claros, fuimos claros en denunciar en su oportunidad el racismo, fuimos claros en denunciar en su oportunidad la ignorancia y fuimos claros, y tú le preguntabas, León, a Andrés Manuel, `¿cómo medirías el resultado de la política, cómo medirías el respeto?` Cuando Trump hizo campaña, se decía que se iban a acabar las remesas, que tendríamos un impuesto trasfronterizo, que estaría haciendo redadas, que denunciaría el Tratado de Libre Comercio. Y al día de hoy, con muchas dificultades, con enormes problemas y con grandes retos, pero muchas de esas amenazas que estaban presentes se han venido conjugando.",2
LEÓN KRAUZE,NA,Moderador,"Me interesa ese ángulo. Un año después, el Gobierno de México decidió invitar al candidato Trump a Los Pinos. La revista `The Economist`, que estoy seguro que usted lee, calificó la invitación de inexplicable e imperdonable. Una encuesta posterior, 7 de cada 10 mexicanos dijeron sentirse ofendidos por la visita. Usted ya estaba en Sedesol, eso es cierto; pero declaró que la visita de Trump había servido a México porque Trump ya no veía al país como una amenaza sino como un aliado. Y candidato, con todo respeto, aquí estamos dos años después, usted dice que las cosas están mejor, yo no lo veo.",2
JOSÉ ANTONIO MEADE,Meade,Candidato,"¡No, yo creo que las cosas están terribles, en muchos sentidos!, y hoy quien nos está escuchando vive en la zozobra de un Gobierno que es capaz…",2
LEÓN KRAUZE,NA,Moderador,"Se equivocó el Presidente Peña Nieto, ¿sí o no?",2
JOSÉ ANTONIO MEADE,Meade,Candidato,"… de un Gobierno… ¡Déjame, León, que te conteste!, de un Gobierno que es capaz como escuchábamos ayer de calificar a los migrantes de `animales` y ya hemos comentado que eso es inaceptable, pero también vale la pena recordar cuál era la amenaza que teníamos el año pasado.El año pasado se pensaba que empezando la administración se saldría del Tratado de Libre Comercio y si hacemos un recuento, dijo que se saldría del Acuerdo Climático de París…",2
